Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
-0.572725776132184,-0.4622545241214413,-1.4281287725818759,-1.224325078792662,-0.41885663488177216,-1.0811345413197135,-0.5697783683124418,0.0,0.0,0.0,-1.1988184914327396,0
-0.9208536767328496,-0.9837211067163594,1.1863808603649009,-1.224325078792662,1.1749044961070236,0.11154822347655731,-0.5697783683124418,0.0,0.0,0.0,-1.1988184914327396,0
-0.9208536767328496,-1.0706322038155123,-0.42932733977074766,1.358944155743244,-0.41885663488177216,0.11154822347655731,-0.5697783683124418,0.0,0.0,0.0,-1.1988184914327396,1
-0.7467897264325167,-0.6360767183197473,-0.8993515434465726,1.358944155743244,-0.981360563466053,0.11154822347655731,1.7105375435651444,0.0,0.0,0.0,0.8341546340387805,0
0.6457218759701455,0.5806786410683946,0.3638385039322071,-0.36323533394736,0.049896638938461885,0.11154822347655731,-0.5697783683124418,0.0,0.0,0.0,0.8341546340387805,0
0.3846259505196463,0.3199453497709357,-1.1049871325547462,-1.224325078792662,-1.0751112182300997,1.3042309882728282,-0.5697783683124418,0.0,0.0,0.0,-1.1988184914327396,1
-0.9208536767328496,-0.8968100096172064,0.6282271184998587,0.497854410897942,-0.7938592539379594,0.11154822347655731,0.960240049979616,0.0,0.0,0.0,0.8341546340387805,0
1.690105577772142,1.6236118062582308,1.3332634240135963,1.358944155743244,0.893652531814883,1.3042309882728282,-0.5697783683124418,0.0,0.0,0.0,-1.1988184914327396,0
-1.4430455276338479,-1.3313654951129714,-0.42932733977074766,0.497854410897942,-1.2626125277581932,0.11154822347655731,-0.5697783683124418,0.0,0.0,0.0,0.8341546340387805,0
1.167913726871144,1.0152341265641596,-0.576209903419443,1.358944155743244,0.9874031865789299,0.11154822347655731,-0.5697783683124418,0.0,0.0,0.0,0.8341546340387805,0
1.2549457020213102,0.8414119323658537,-1.1049871325547462,-1.224325078792662,0.049896638938461885,1.3042309882728282,-0.5697783683124418,0.0,0.0,0.0,0.8341546340387805,1
-0.3116298506816848,-0.20152123282398232,0.6282271184998587,1.358944155743244,0.893652531814883,-1.0811345413197135,-0.5697783683124418,0.0,0.0,0.0,-1.1988184914327396,0
0.9068178014206446,0.9283230294650067,-1.016857594365529,1.358944155743244,-0.5126072896458189,0.11154822347655731,1.0632220589031198,0.0,0.0,0.0,0.8341546340387805,0
